name,type,diretorio,accuracy,loss,val_accuracy,val_loss,l2,dropout,min_lr,factor,patience,patienceReduce,batch_size,epoch,time
RAF-DB,best,models/tests/RAF-DB/RAF-DB_0,0.8107950687408447,0.5225645899772644,0.860084056854248,0.3933765888214111,0.0001,0.1,1e-05,0.1,10,5,32,57,2002.6417545
RAF-DB,best,models/tests/RAF-DB/RAF-DB_1,0.8377243876457214,0.4595208764076233,0.8890756368637085,0.3343037664890289,0.0001,0.1,1e-06,0.1,10,5,32,78,2533.6387538
RAF-DB,best,models/tests/RAF-DB/RAF-DB_2,0.8315458297729492,0.4808314144611358,0.8739495873451233,0.3737819492816925,0.0001,0.1,1e-07,0.1,10,5,32,80,2665.5426431
RAF-DB,best,models/tests/RAF-DB/RAF-DB_3,0.8380158543586731,0.4678482115268707,0.8827731013298035,0.351347416639328,0.0001,0.1,1e-05,0.2,10,5,32,57,2042.289088200001
RAF-DB,best,models/tests/RAF-DB/RAF-DB_4,0.8806248307228088,0.3762509822845459,0.9155462384223938,0.3028102815151214,0.0001,0.1,1e-06,0.2,10,5,32,119,4092.0664285
RAF-DB,best,models/tests/RAF-DB/RAF-DB_5,0.8251923322677612,0.4895662069320678,0.8747898936271667,0.361607939004898,0.0001,0.1,1e-07,0.2,10,5,32,64,2536.285468500002
RAF-DB,best,models/tests/RAF-DB/RAF-DB_6,0.8337025046348572,0.4681591391563415,0.8777310848236084,0.3510611057281494,0.0001,0.1,1e-05,0.3,10,5,32,69,2456.2877778
RAF-DB,best,models/tests/RAF-DB/RAF-DB_7,0.8527045845985413,0.4281084537506103,0.9021008610725404,0.3221291303634643,0.0001,0.1,1e-06,0.3,10,5,32,77,3105.927037199999
RAF-DB,best,models/tests/RAF-DB/RAF-DB_8,0.848158061504364,0.4280041456222534,0.8915966153144836,0.3325508534908294,0.0001,0.1,1e-07,0.3,10,5,32,79,3123.3230142
RAF-DB,best,models/tests/RAF-DB/RAF-DB_9,0.8288645148277283,0.4896394312381744,0.8844537734985352,0.3594702482223511,0.0001,0.2,1e-05,0.1,10,5,32,83,3716.161252800001
RAF-DB,best,models/tests/RAF-DB/RAF-DB_10,0.8325949907302856,0.4842822253704071,0.8785714507102966,0.3726975321769714,0.0001,0.2,1e-06,0.1,10,5,32,75,3393.290811699997
RAF-DB,best,models/tests/RAF-DB/RAF-DB_11,0.8371998071670532,0.4695222377777099,0.8823529481887817,0.3618654012680053,0.0001,0.2,1e-07,0.1,10,5,32,85,4357.617675499998
RAF-DB,best,models/tests/RAF-DB/RAF-DB_12,0.8271158933639526,0.4806656539440155,0.8915966153144836,0.3460208475589752,0.0001,0.2,1e-05,0.2,10,5,32,69,3806.534775400003
RAF-DB,best,models/tests/RAF-DB/RAF-DB_13,0.808988094329834,0.5230909585952759,0.8655462265014648,0.4024749994277954,0.0001,0.2,1e-06,0.2,10,5,32,69,4312.756916700004
RAF-DB,best,models/tests/RAF-DB/RAF-DB_14,0.8159244656562805,0.5128345489501953,0.8689075708389282,0.3873817920684814,0.0001,0.2,1e-07,0.2,10,5,32,70,5057.677102499998
RAF-DB,best,models/tests/RAF-DB/RAF-DB_15,0.8351597189903259,0.4696555435657501,0.8869748115539551,0.3361774981021881,0.0001,0.2,1e-05,0.3,10,5,32,88,5723.718539999994
